citycode;population;PCT_working_high;Student_per1000;women_per_100;Median_population_age;household_size;pct_unemployment;households_1_person;car_1000;car_killed_1000;pct_nationals;birth_1000;cities_name
IT028C;195906.0;27.0;116.0;108.3;47.0;2.0;8.0;37.0;611.44;0.41;81.0;7.0;Brescia
IT029C;184971.0;29.0;98.0;106.7;46.0;2.0;6.0;35.0;658.42;0.54;85.0;8.0;Modena
IT030C;146803.0;20.0;85.0;103.6;45.0;2.0;23.0;24.0;610.6;0.54;94.0;7.0;Foggia
IT031C;128136.0;32.0;13.0;112.8;49.0;2.0;12.0;26.0;600.25;0.39;96.0;6.0;Salerno
IT032C;102364.0;26.0;46.0;107.1;46.0;2.0;8.0;35.0;624.27;0.49;81.0;7.0;Piacenza
IT033C;106601.0;25.0;30.0;107.2;46.0;2.0;7.0;37.0;2038.97;0.37;86.0;8.0;Bolzano
IT034C;97736.0;31.0;145.0;112.6;48.0;2.0;10.0;42.0;673.27;0.41;86.0;6.0;Udine
IT035C;92169.0;21.0;15.0;107.5;48.0;2.0;11.0;35.0;528.68;0.22;86.0;6.0;La Spezia
IT036C;94783.0;31.0;208.0;110.4;47.0;2.0;8.0;34.0;705.87;0.53;92.0;6.0;Lecce
IT037C;92798.0;15.0;3.0;101.5;44.0;3.0;9.0;17.0;560.14;0.54;98.0;8.0;Barletta
IT038C;95670.0;27.0;7.0;107.8;49.0;2.0;7.0;31.0;653.94;0.31;92.0;6.0;Pesaro
IT039C;83361.0;30.0;39.0;106.3;47.0;2.0;7.0;35.0;621.93;0.59;86.0;6.0;Como
IT040C;89002.0;38.0;531.0;108.1;47.0;2.0;7.0;42.0;615.46;1.22;87.0;7.0;Pisa
IT041C;84452.0;32.0;34.0;109.1;48.0;2.0;7.0;36.0;611.64;0.71;86.0;6.0;Treviso
IT042C;78740.0;29.0;122.0;110.5;48.0;2.0;8.0;34.0;662.8;0.88;87.0;7.0;Varese
IT043C;73723.0;19.0;18.0;107.7;48.0;2.0;9.0;33.0;682.79;0.41;87.0;7.0;Asti
IT044C;70380.0;39.0;364.0;109.3;47.0;2.0;4.0;37.0;589.2;0.14;86.0;6.0;Pavia
IT045C;66498.0;18.0;0.0;106.8;49.0;2.0;10.0;29.0;649.18;0.0;93.0;5.0;Massa
IT046C;64073.0;30.0;8.0;112.7;47.0;2.0;17.0;34.0;730.34;0.62;94.0;7.0;Cosenza
IT047C;58534.0;23.0;30.0;112.4;51.0;2.0;8.0;42.0;573.95;0.0;89.0;6.0;Savona
IT048C;59748.0;25.0;36.0;105.2;46.0;2.0;8.0;26.0;652.36;1.17;95.0;7.0;Matera
IT049C;50735.0;20.0;0.0;105.8;46.0;2.0;9.0;25.0;817.65;0.4;97.0;7.0;Acireale
IT050C;52498.0;31.0;23.0;111.8;48.0;2.0;12.0;24.0;641.32;0.19;96.0;6.0;Avellino
IT051C;51617.0;27.0;21.0;108.0;48.0;2.0;6.0;36.0;707.2;0.58;85.0;7.0;Pordenone
IT052C;46831.0;28.0;37.0;107.6;48.0;2.0;6.0;33.0;604.54;0.21;90.0;6.0;Lecco
IT053C;69855.0;17.0;0.0;103.5;41.0;3.0;9.0;19.0;551.94;0.14;95.0;8.0;Altamura
IT054C;53396.0;16.0;0.0;103.0;44.0;3.0;12.0;19.0;559.22;0.19;98.0;9.0;Bitonto
IT055C;57645.0;20.0;0.0;105.8;47.0;2.0;12.0;22.0;534.12;0.17;97.0;6.0;Molfetta
IT056C;49655.0;19.0;0.0;103.3;44.0;2.0;12.0;20.0;652.02;0.0;92.0;7.0;Battipaglia
IT057C;53738.0;15.0;0.0;102.2;45.0;3.0;13.0;21.0;609.41;0.19;98.0;7.0;Bisceglie
IT058C;71402.0;19.0;0.0;104.9;46.0;2.0;6.0;28.0;635.69;0.98;86.0;7.0;Carpi
IT059C;57127.0;12.0;0.0;101.5;41.0;3.0;22.0;19.0;640.55;0.87;95.0;8.0;Cerignola
IT060C;71937.0;13.0;0.0;104.5;43.0;3.0;18.0;22.0;601.65;0.28;98.0;8.0;Gela
IT061C;53221.0;14.0;0.0;104.9;43.0;3.0;21.0;21.0;621.67;0.0;99.0;8.0;Bagheria
IT062C;58593.0;19.0;0.0;98.6;45.0;2.0;8.0;31.0;672.81;0.35;87.0;6.0;Anzio
IT063C;40469.0;16.0;0.0;103.0;46.0;2.0;8.0;28.0;706.77;0.25;86.0;7.0;Sassuolo
IT064C;221246.0;23.0;113.0;108.5;47.0;2.0;28.0;32.0;657.44;0.63;95.0;7.0;Messina
IT065C;195213.0;16.0;2.0;104.5;45.0;2.0;8.0;25.0;587.14;0.3;76.0;6.0;Prato
IT066C;195436.0;31.0;154.0;106.6;45.0;2.0;7.0;35.0;625.47;0.31;83.0;8.0;Parma
IT067C;154483.0;21.0;8.0;107.8;49.0;2.0;7.0;31.0;564.61;0.19;92.0;6.0;Livorno
IT068C;169908.0;23.0;69.0;102.9;45.0;2.0;3.0;34.0;642.48;0.29;83.0;8.0;Reggio nell'Emilia
IT069C;155836.0;21.0;22.0;105.6;48.0;2.0;8.0;34.0;712.65;0.83;89.0;6.0;Ravenna
IT070C;129872.0;29.0;201.0;110.3;50.0;2.0;9.0;37.0;652.33;0.84;89.0;6.0;Ferrara
IT071C;149169.0;25.0;35.0;107.6;47.0;2.0;12.0;32.0;618.68;0.4;87.0;6.0;Rimini
IT072C;117055.0;18.0;5.0;104.1;46.0;2.0;26.0;26.0;716.99;0.51;95.0;7.0;Siracusa
IT073C;119476.0;32.0;156.0;110.9;47.0;2.0;4.0;38.0;608.64;0.25;84.0;6.0;Bergamo
IT074C;116558.0;24.0;56.0;105.9;47.0;2.0;7.0;32.0;655.06;0.85;87.0;6.0;Forlì
IT075C;127861.0;23.0;28.0;104.4;46.0;2.0;13.0;22.0;703.86;0.63;91.0;7.0;Latina
IT076C;110293.0;26.0;49.0;108.7;48.0;2.0;9.0;36.0;633.9;0.27;85.0;6.0;Vicenza
IT077C;107165.0;24.0;13.0;110.4;49.0;2.0;9.0;31.0;682.2;0.37;88.0;6.0;Terni
IT078C;101367.0;23.0;90.0;106.5;47.0;2.0;8.0;34.0;625.22;0.2;85.0;7.0;Novara
IT079C;90825.0;19.0;47.0;106.1;48.0;2.0;10.0;33.0;654.95;0.77;85.0;6.0;Alessandria
IT080C;96717.0;23.0;18.0;107.0;48.0;2.0;8.0;31.0;694.61;0.41;88.0;6.0;Arezzo
IT081C;81503.0;22.0;0.0;108.0;48.0;2.0;7.0;31.0;673.91;0.73;91.0;6.0;Grosseto
IT082C;83317.0;16.0;10.0;108.2;47.0;2.0;12.0;27.0;635.89;0.72;97.0;7.0;Brindisi
IT083C;56293.0;15.0;13.0;107.2;46.0;2.0;17.0;28.0;636.25;0.61;96.0;7.0;Trapani
IT084C;72779.0;20.0;15.0;105.4;46.0;2.0;13.0;27.0;732.25;0.55;92.0;8.0;Ragusa
IT085C;97588.0;11.0;0.0;102.5;43.0;3.0;10.0;17.0;602.48;0.21;98.0;8.0;Andria
IT086C;55035.0;15.0;0.0;102.0;45.0;3.0;15.0;21.0;616.14;0.0;97.0;7.0;Trani
IT087C;69210.0;32.0;258.0;103.0;46.0;2.0;7.0;27.0;785.27;0.72;92.0;6.0;L'Aquila
LT001C;556490.0;64.0;97.0;118.4;40.0;2.0;4.0;33.0;407.45;0.23;99.0;11.0;Vilnius
LT002C;298753.0;56.0;118.0;122.0;43.0;2.0;7.0;35.0;455.39;0.17;100.0;9.0;Kaunas
LT003C;89100.0;32.0;15.0;124.7;48.0;2.0;10.0;37.0;469.96;0.56;100.0;6.0;Panevėžys
LT004C;52727.0;38.0;13.0;117.8;48.0;2.0;17.0;36.0;495.17;0.0;100.0;6.0;Alytus
LT005C;152008.0;48.0;52.0;118.7;43.0;2.0;10.0;35.0;410.33;0.26;99.0;9.0;Klaipėda
LT006C;100653.0;42.0;24.0;121.0;45.0;2.0;14.0;37.0;445.06;0.1;99.0;8.0;Šiauliai
LU001C;115227.0;40.0;8.0;98.9;38.0;2.0;8.0;43.0;677.18;0.23;37.0;13.0;Luxembourg
LV001C;614618.0;43.0;104.0;125.0;43.0;2.0;7.0;45.0;367.98;0.29;79.0;9.0;Rīga
LV002C;67964.0;32.0;28.0;123.9;43.0;2.0;10.0;47.0;345.65;0.59;80.0;10.0;Liepāja
LV003C;55336.0;35.0;69.0;119.1;41.0;2.0;8.0;40.0;384.09;0.18;86.0;10.0;Jelgava
LV004C;80627.0;30.0;35.0;125.4;47.0;2.0;10.0;45.0;330.62;0.12;79.0;7.0;Daugavpils
MT001C;256507.0;27.0;66.0;92.6;40.0;2.0;4.0;30.0;531.79;0.16;77.0;7.0;Greater Valletta
NL001C;1009626.0;64.0;69.0;102.1;36.0;2.0;6.0;53.0;259.94;0.16;81.0;12.0;Amsterdam
NL002C;192427.0;43.0;33.0;101.1;42.0;2.0;3.0;37.0;444.03;0.26;95.0;11.0;Alkmaar 
NL003C;73132.0;31.0;34.0;99.6;42.0;2.0;5.0;37.0;452.66;0.14;95.0;9.0;Almelo
NL004C;214715.0;38.0;39.0;101.6;37.0;2.0;6.0;32.0;404.45;0.05;92.0;12.0;Almere
NL005C;112587.0;41.0;36.0;100.7;42.0;2.0;3.0;33.0;458.88;0.27;95.0;11.0;Alphen aan den Rijn
NL006C;157462.0;56.0;41.0;102.4;39.0;2.0;4.0;37.0;402.26;0.13;96.0;12.0;Amersfoort
NL007C;164781.0;42.0;31.0;100.6;44.0;2.0;3.0;37.0;459.85;0.24;96.0;10.0;Apeldoorn
NL008C;177438.0;48.0;53.0;99.9;39.0;2.0;5.0;47.0;397.8;0.23;93.0;11.0;Arnhem 
NL009C;68836.0;42.0;35.0;102.0;43.0;2.0;3.0;39.0;458.61;0.15;97.0;10.0;Assen
NL010C;67514.0;37.0;31.0;101.3;45.0;2.0;3.0;35.0;471.1;0.6;93.0;10.0;Bergen op Zoom
NL011C;184126.0;56.0;60.0;103.2;40.0;2.0;4.0;42.0;442.84;0.27;94.0;10.0;Breda
NL012C;101236.0;46.0;40.0;102.3;41.0;2.0;4.0;39.0;425.42;0.3;95.0;10.0;Deventer
NL013C;158165.0;54.0;79.0;103.1;38.0;2.0;3.0;42.0;424.18;0.13;94.0;11.0;Ede 
NL014C;281191.0;56.0;67.0;94.7;39.0;2.0;4.0;46.0;420.14;0.18;86.0;10.0;Eindhoven 
NL015C;159732.0;43.0;85.0;95.6;39.0;2.0;5.0;46.0;413.44;0.19;92.0;9.0;Enschede
NL016C;73681.0;50.0;39.0;103.3;41.0;2.0;5.0;39.0;374.93;0.28;94.0;11.0;Gouda
NL017C;783554.0;53.0;65.0;100.5;38.0;2.0;6.0;48.0;331.37;0.17;83.0;11.0;'s-Gravenhage 
NL018C;233273.0;69.0;158.0;100.8;31.0;2.0;6.0;59.0;330.33;0.13;91.0;10.0;Groningen
NL019C;282183.0;57.0;36.0;103.9;43.0;2.0;3.0;40.0;410.13;0.21;92.0;10.0;Haarlem 
NL020C;157789.0;43.0;40.0;100.8;42.0;2.0;4.0;31.0;466.59;0.38;92.0;10.0;Haarlemmermeer
NL021C;94686.0;36.0;33.0;101.2;43.0;2.0;4.0;35.0;460.4;0.21;94.0;10.0;Heemskerk 
NL022C;197310.0;29.0;24.0;101.1;48.0;2.0;5.0;42.0;522.52;0.1;93.0;8.0;Heerlen 
NL023C;92627.0;33.0;31.0;98.0;41.0;2.0;4.0;35.0;464.27;0.22;90.0;10.0;Helmond
NL024C;81049.0;44.0;43.0;98.8;42.0;2.0;4.0;40.0;466.73;0.12;96.0;9.0;Hengelo
NL025C;155490.0;53.0;41.0;102.2;41.0;2.0;3.0;40.0;449.77;0.13;95.0;11.0;'s-Hertogenbosch
NL026C;91235.0;54.0;36.0;103.5;42.0;2.0;4.0;41.0;406.26;0.11;90.0;10.0;Hilversum
NL027C;73619.0;39.0;31.0;102.8;41.0;2.0;5.0;37.0;429.96;0.14;94.0;10.0;Hoorn
NL028C;124481.0;46.0;72.0;101.0;39.0;2.0;6.0;47.0;420.03;0.48;95.0;10.0;Leeuwarden
NL029C;268179.0;60.0;80.0;105.2;39.0;2.0;3.0;44.0;364.42;0.15;92.0;10.0;Leiden 
NL030C;79811.0;35.0;29.0;99.0;40.0;2.0;5.0;35.0;434.64;0.13;93.0;11.0;Lelystad
NL031C;120227.0;58.0;114.0;108.6;41.0;2.0;5.0;54.0;369.49;0.08;83.0;7.0;Maastricht
NL032C;93322.0;37.0;35.0;103.3;44.0;2.0;4.0;43.0;453.45;0.21;94.0;9.0;Middelburg       
NL033C;177359.0;67.0;112.0;106.1;36.0;2.0;6.0;53.0;375.89;0.06;94.0;10.0;Nijmegen
NL034C;111254.0;31.0;30.0;103.4;43.0;2.0;5.0;32.0;461.92;0.09;96.0;10.0;Nissewaard 
NL035C;92526.0;35.0;32.0;98.7;43.0;2.0;4.0;34.0;495.98;0.22;94.0;10.0;Oss
NL036C;81683.0;34.0;32.0;105.1;44.0;2.0;4.0;35.0;431.86;0.12;95.0;9.0;Purmerend
NL037C;1244332.0;40.0;48.0;103.1;39.0;2.0;6.0;43.0;371.51;0.19;90.0;11.0;Rotterdam 
NL038C;77200.0;38.0;31.0;100.9;44.0;2.0;5.0;37.0;484.72;0.26;92.0;9.0;Roosendaal
NL039C;116618.0;39.0;32.0;101.8;47.0;2.0;3.0;38.0;538.93;0.43;96.0;9.0;Sittard-Geleen 
NL040C;71698.0;54.0;33.0;104.9;46.0;2.0;3.0;36.0;488.09;0.42;96.0;9.0;Soest 
NL041C;221947.0;47.0;75.0;100.5;38.0;2.0;4.0;45.0;425.27;0.18;91.0;10.0;Tilburg
NL042C;457055.0;66.0;80.0;103.4;34.0;2.0;4.0;47.0;331.4;0.22;91.0;13.0;Utrecht 
NL043C;66912.0;37.0;36.0;102.0;39.0;2.0;3.0;33.0;432.97;0.15;97.0;12.0;Veenendaal
NL044C;101988.0;34.0;31.0;100.4;45.0;2.0;4.0;39.0;471.52;0.29;90.0;10.0;Venlo
NL045C;156901.0;36.0;33.0;101.8;41.0;2.0;5.0;36.0;412.55;0.06;92.0;11.0;Zaanstad
NL046C;125267.0;43.0;35.0;104.7;42.0;2.0;4.0;35.0;439.65;0.08;96.0;10.0;Zoetermeer
NL047C;129840.0;54.0;53.0;103.1;37.0;2.0;4.0;41.0;394.7;0.08;97.0;11.0;Zwolle
NO001C;623966.0;52.0;76.0;101.0;34.0;2.0;3.0;60.0;414.9;0.13;86.0;17.0;Oslo
NO002C;267950.0;46.0;73.0;99.3;36.0;2.0;2.0;48.0;408.03;0.11;91.0;13.0;Bergen
NO003C;179692.0;48.0;91.0;98.4;35.0;2.0;2.0;54.0;429.63;0.06;92.0;13.0;Trondheim
NO004C;129191.0;47.0;59.0;98.2;35.0;2.0;2.0;56.0;453.15;0.08;87.0;14.0;Stavanger
PL001C;1777972.0;46.0;104.0;117.4;41.5;2.0;6.0;37.0;749.69;0.24;99.0;12.0;Warszawa
PL002C;685285.0;28.0;68.0;119.4;44.9;2.0;6.0;34.0;578.37;0.26;100.0;9.0;Łódź
PL003C;771069.0;39.0;125.0;114.3;41.1;2.0;6.0;35.0;639.4;0.34;100.0;12.0;Kraków
PL004C;640648.0;37.0;130.0;114.1;41.2;2.0;6.0;34.0;689.93;0.33;100.0;12.0;Wrocław
PL005C;536438.0;37.0;139.0;114.4;41.6;2.0;6.0;33.0;725.08;0.48;100.0;12.0;Poznań
PL006C;466631.0;33.0;101.0;111.0;41.6;2.0;6.0;30.0;618.01;0.24;100.0;12.0;Gdańsk
PL007C;402465.0;32.0;62.0;110.5;43.0;2.0;6.0;30.0;554.48;0.3;100.0;10.0;Szczecin
PL008C;350178.0;28.0;57.0;112.5;43.1;2.0;6.0;27.0;595.96;0.23;100.0;9.0;Bydgoszcz
PL009C;339682.0;38.0;124.0;116.9;41.6;2.0;6.0;32.0;557.23;0.38;100.0;11.0;Lublin
PL010C;294510.0;29.0;116.0;110.2;44.3;2.0;6.0;33.0;734.6;0.14;100.0;9.0;Katowice
PL011C;297459.0;34.0;56.0;113.0;40.8;2.0;6.0;30.0;452.51;0.2;100.0;12.0;Białystok
PL012C;195774.0;38.0;75.0;113.4;43.4;3.0;6.0;28.0;547.63;0.15;100.0;9.0;Kielce
PL013C;202074.0;28.0;95.0;115.1;41.5;2.0;6.0;30.0;534.99;0.49;100.0;10.0;Toruń
PL014C;172362.0;35.0;85.0;115.1;41.2;2.0;6.0;33.0;531.46;0.23;99.0;12.0;Olsztyn
PL015C;191564.0;39.0;145.0;110.9;39.1;3.0;6.0;30.0;567.7;0.42;99.0;12.0;Rzeszów
PL016C;128137.0;35.0;105.0;112.1;43.2;2.0;6.0;31.0;687.98;0.78;100.0;10.0;Opole
PL017C;123921.0;25.0;19.0;110.3;42.1;2.0;6.0;27.0;588.79;0.08;100.0;9.0;Gorzów Wielkopolski
PL018C;140297.0;32.0;47.0;110.7;41.8;2.0;6.0;28.0;572.61;0.14;100.0;10.0;Zielona Góra
PL019C;79480.0;23.0;16.0;115.4;45.7;2.0;6.0;30.0;607.96;0.63;100.0;7.0;Jelenia Góra
PL020C;83896.0;27.0;41.0;108.9;40.4;3.0;6.0;23.0;512.62;0.36;100.0;11.0;Nowy Sącz
PL021C;69827.0;23.0;17.0;109.3;39.6;3.0;6.0;24.0;483.08;0.29;100.0;11.0;Suwałki
PL022C;74151.0;26.0;33.0;111.3;44.1;3.0;6.0;23.0;595.51;0.4;100.0;8.0;Konin
PL023C;62456.0;16.0;5.0;104.6;40.2;3.0;6.0;16.0;565.6;0.16;100.0;10.0;Żory
PL024C;222292.0;28.0;48.0;113.1;44.9;2.0;6.0;28.0;563.53;0.45;100.0;8.0;Częstochowa
PL025C;213029.0;28.0;27.0;110.7;42.0;3.0;6.0;24.0;513.08;0.42;100.0;9.0;Radom
PL026C;120000.0;27.0;65.0;112.1;42.6;3.0;6.0;25.0;651.69;0.33;100.0;9.0;Płock
PL027C;100975.0;26.0;26.0;115.0;43.6;3.0;6.0;27.0;684.48;0.5;100.0;9.0;Kalisz
PL028C;107321.0;29.0;40.0;112.5;43.1;2.0;6.0;29.0;523.84;0.09;100.0;10.0;Koszalin
PL029C;91007.0;26.0;27.0;112.4;43.5;2.0;6.0;27.0;528.73;0.66;100.0;9.0;Słupsk
PL030C;89128.0;15.0;0.0;104.8;42.7;3.0;6.0;19.0;542.7;0.0;100.0;9.0;Jastrzębie-Zdrój
PL031C;77872.0;33.0;60.0;111.4;39.5;3.0;6.0;27.0;535.79;0.13;100.0;13.0;Siedlce
PL032C;73670.0;26.0;15.0;113.6;42.6;3.0;6.0;26.0;548.99;0.68;100.0;9.0;Piotrków Trybunalski
PL033C;72581.0;28.0;5.0;110.4;43.2;3.0;6.0;24.0;622.45;0.14;100.0;10.0;Lubin
PL034C;73398.0;34.0;16.0;109.2;41.5;3.0;6.0;24.0;867.88;0.54;100.0;9.0;Piła
PL035C;73114.0;32.0;1.0;111.1;43.7;3.0;6.0;24.0;921.69;0.8;100.0;9.0;Inowrocław
PL036C;69051.0;30.0;38.0;112.6;45.7;3.0;6.0;24.0;566.52;0.28;100.0;7.0;Ostrowiec Świętokrzyski
PL037C;68479.0;33.0;13.0;108.8;41.5;3.0;6.0;24.0;1013.65;0.14;100.0;10.0;Gniezno
PL038C;67938.0;32.0;6.0;108.5;42.4;3.0;6.0;24.0;750.01;0.29;100.0;10.0;Stargard
PL039C;72050.0;36.0;5.0;109.8;42.7;3.0;6.0;24.0;1136.21;0.14;100.0;9.0;Ostrów Wielkopolski
PL040C;61251.0;27.0;13.0;113.1;43.4;3.0;6.0;26.0;838.27;0.0;100.0;9.0;Przemyśl
PL041C;63813.0;28.0;29.0;112.3;42.3;3.0;6.0;23.0;499.22;0.16;100.0;8.0;Zamość
PL042C;62670.0;28.0;30.0;113.0;43.6;3.0;6.0;26.0;599.25;0.0;100.0;8.0;Chełm
PL043C;65283.0;36.0;0.0;117.0;44.5;3.0;6.0;24.0;838.46;0.3;100.0;9.0;Pabianice
PL044C;67615.0;25.0;10.0;107.7;42.1;3.0;6.0;24.0;554.87;0.44;100.0;8.0;Głogów
PL045C;61182.0;30.0;9.0;109.4;42.9;3.0;6.0;24.0;631.97;0.0;101.0;8.0;Stalowa Wola
PL046C;62649.0;30.0;11.0;113.4;43.4;3.0;6.0;24.0;832.78;0.31;100.0;9.0;Tomaszów Mazowiecki
PL047C;63000.0;24.0;44.0;109.8;40.8;3.0;6.0;22.0;467.35;0.16;100.0;11.0;Łomża
PL048C;63952.0;26.0;34.0;108.6;41.5;3.0;6.0;23.0;571.41;0.16;100.0;10.0;Leszno
PL049C;57310.0;46.0;4.0;111.4;44.2;3.0;6.0;24.0;1241.19;0.34;100.0;9.0;Świdnica
PL050C;56529.0;55.0;0.0;116.3;43.7;3.0;6.0;24.0;1333.46;0.35;100.0;9.0;Zgierz
PL051C;60279.0;27.0;4.0;108.4;40.5;3.0;6.0;24.0;892.48;0.5;100.0;10.0;Tczew
PL052C;61928.0;23.0;8.0;108.1;38.7;3.0;6.0;24.0;475.87;0.17;100.0;10.0;Ełk
PL053C;246309.0;33.0;38.0;111.7;43.3;2.0;6.0;29.0;601.85;0.37;100.0;9.0;Gdynia
PL054C;202036.0;23.0;21.0;111.3;45.1;2.0;6.0;28.0;551.47;0.3;100.0;8.0;Sosnowiec
PL055C;179806.0;26.0;88.0;108.0;43.0;2.0;6.0;29.0;667.72;0.28;100.0;9.0;Gliwice
PL056C;173374.0;17.0;0.0;107.3;43.3;2.0;6.0;29.0;497.2;0.29;100.0;9.0;Zabrze
PL057C;166795.0;18.0;0.0;109.4;43.1;2.0;6.0;30.0;476.51;0.3;100.0;8.0;Bytom
PL058C;171259.0;27.0;31.0;111.6;42.7;3.0;6.0;26.0;650.86;0.29;100.0;10.0;Bielsko-Biała
PL059C;138000.0;16.0;1.0;107.0;41.7;3.0;6.0;25.0;503.88;0.14;100.0;10.0;Ruda Śląska
PL060C;138696.0;18.0;3.0;105.0;41.0;3.0;6.0;20.0;575.02;0.07;100.0;10.0;Rybnik
PL061C;127831.0;22.0;0.0;107.7;41.7;3.0;6.0;24.0;602.8;0.47;100.0;9.0;Tychy
PL062C;112594.0;24.0;28.0;112.6;45.1;3.0;6.0;24.0;313.89;0.27;101.0;7.0;Wałbrzych
PL063C;120142.0;23.0;21.0;109.0;42.6;3.0;6.0;26.0;496.25;0.25;100.0;8.0;Elbląg
PL064C;110802.0;21.0;18.0;112.5;43.9;3.0;6.0;25.0;513.22;0.45;100.0;8.0;Włocławek
PL065C;109062.0;27.0;37.0;111.7;43.8;3.0;6.0;26.0;505.23;0.18;100.0;9.0;Tarnów
PL066C;108434.0;19.0;55.0;110.3;42.4;2.0;6.0;34.0;449.21;0.37;100.0;10.0;Chorzów
PL067C;99752.0;23.0;26.0;111.3;42.7;2.0;6.0;27.0;528.15;0.0;100.0;10.0;Legnica
PL068C;95045.0;16.0;7.0;110.0;42.6;3.0;6.0;25.0;446.98;0.21;100.0;9.0;Grudziądz
PT001C;1875108.0;20.0;78.0;114.1;44.0;2.0;9.0;30.0;47.746.657.074.340.400;0.3;100.0;7.0;Lisboa
PT002C;969686.0;18.0;76.0;112.8;46.0;2.0;11.0;25.0;47.746.657.074.340.400;0.29;100.0;7.0;Porto
PT003C;193671.0;15.0;112.0;109.7;44.0;3.0;8.0;20.0;47.746.657.074.340.400;0.26;100.0;7.0;Braga
PT004C;105828.0;13.0;35.0;115.4;47.0;3.0;12.0;25.0;47.746.657.074.340.400;0.57;100.0;6.0;Funchal
PT005C;141512.0;24.0;259.0;115.1;47.0;2.0;6.0;28.0;47.746.657.074.340.400;0.35;100.0;6.0;Coimbra
PT006C;122300.0;13.0;53.0;111.3;46.0;2.0;9.0;27.0;47.746.657.074.340.400;0.48;100.0;7.0;Setúbal
PT007C;67256.0;12.0;35.0;108.4;41.0;3.0;8.0;20.0;47.746.657.074.340.400;0.15;100.0;9.0;Ponta Delgada
PT008C;81843.0;17.0;173.0;110.7;45.0;2.0;6.0;25.0;47.746.657.074.340.400;0.37;100.0;7.0;Aveiro
PT009C;67396.0;17.0;125.0;111.3;45.0;2.0;9.0;28.0;47.746.657.074.340.400;0.15;100.0;7.0;Faro
PT010C;100041.0;18.0;59.0;112.7;46.0;3.0;7.0;22.0;47.746.657.074.340.400;0.5;100.0;7.0;Viseu
PT011C;85615.0;18.0;40.0;111.4;48.0;3.0;6.0;22.0;47.746.657.074.340.400;0.47;100.0;6.0;Viana do Castelo
PT012C;84439.0;18.0;26.0;106.5;43.0;3.0;9.0;15.0;47.746.657.074.340.400;0.12;100.0;8.0;Paredes
PT013C;64418.0;18.0;0.0;112.2;45.0;3.0;8.0;20.0;47.746.657.074.340.400;0.16;100.0;7.0;Póvoa de Varzim
PT014C;385777.0;13.0;0.0;112.5;43.0;2.0;9.0;25.0;47.746.657.074.340.400;0.16;100.0;7.0;Sintra
PT015C;156348.0;6.0;0.0;106.5;46.0;3.0;7.0;17.0;47.746.657.074.340.400;0.64;100.0;7.0;Guimarães
PT016C;137305.0;10.0;0.0;109.8;43.0;2.0;8.0;24.0;47.746.657.074.340.400;0.44;100.0;7.0;Vila Franca de Xira
RO001C;2131034.0;15.0;81.0;114.0;39.1;3.0;11.0;24.0;231.22;1.23;99.0;4.0;Bucureşti
RO002C;324960.0;15.0;213.0;112.9;37.4;3.0;7.0;20.0;231.22;1.4;100.0;10.0;Cluj-Napoca
RO003C;328186.0;15.0;125.0;114.2;37.8;3.0;10.0;24.0;231.22;2.25;100.0;9.0;Timişoara
RO004C;301269.0;15.0;75.0;112.6;37.5;3.0;14.0;15.0;231.22;1.17;100.0;8.0;Craiova
RO005C;202740.0;15.0;4.0;111.6;40.0;3.0;17.0;16.0;231.22;2.07;100.0;6.0;Brăila
RO006C;221407.0;15.0;73.0;112.4;37.2;3.0;6.0;20.0;231.22;1.27;100.0;9.0;Oradea
RO007C;197155.0;15.0;29.0;110.3;37.3;3.0;22.0;17.0;231.22;1.3;100.0;7.0;Bacău
RO008C;176846.0;15.0;51.0;112.8;39.0;3.0;9.0;23.0;231.22;1.69;100.0;8.0;Arad
RO009C;168697.0;15.0;94.0;113.5;38.5;3.0;9.0;19.0;231.22;1.23;100.0;9.0;Sibiu
RO010C;147674.0;15.0;81.0;112.0;38.5;3.0;10.0;20.0;231.22;0.69;100.0;8.0;Târgu Mureş
RO011C;112786.0;15.0;2.0;113.8;39.0;3.0;12.0;18.0;231.22;0.88;100.0;7.0;Piatra Neamţ
RO012C;75810.0;15.0;4.0;108.2;36.9;3.0;23.0;14.0;231.22;1.1;100.0;8.0;Cǎlǎraşi
RO013C;67121.0;15.0;0.0;109.5;38.4;3.0;25.0;15.0;231.22;2.06;100.0;7.0;Giurgiu
RO014C;74659.0;15.0;73.0;111.3;36.9;3.0;10.0;17.0;231.22;1.47;100.0;8.0;Alba Iulia
RO015C;92205.0;15.0;3.0;113.6;42.0;3.0;4.0;23.0;231.22;0.88;87.0;7.0;Focşani
RO016C;95351.0;15.0;30.0;110.0;42.0;3.0;4.0;23.0;231.22;0.88;87.0;8.0;Târgu Jiu
RO017C;86520.0;15.0;0.0;107.7;42.0;3.0;4.0;23.0;231.22;0.88;87.0;7.0;Tulcea
RO018C;91884.0;15.0;53.0;112.5;42.0;3.0;4.0;23.0;231.22;0.88;87.0;7.0;Târgovişte
RO019C;82931.0;15.0;7.0;108.4;42.0;3.0;4.0;23.0;231.22;0.88;87.0;9.0;Slatina
RO020C;70680.0;15.0;0.0;109.4;42.0;3.0;4.0;23.0;231.22;0.88;87.0;7.0;Bârlad
RO021C;69229.0;15.0;2.0;110.6;42.0;3.0;4.0;23.0;231.22;0.88;87.0;8.0;Roman
